betreiber,postleitzahl,breitengrad,längengrad,inbetriebnahmedatum,h3_code
SWM Versorgungs GmbH,80241,48.137018,11.456796,31/1/2020,881f8d4515fffff
SWM Versorgungs GmbH,80245,48.159746,11.445709,7/12/2018,881f8d4551fffff
SWM Versorgungs GmbH,80245,48.159701,11.445643,7/12/2018,881f8d4551fffff
SWM Versorgungs GmbH,80249,48.147492,11.419531,11/12/2018,881f8d4547fffff
SWM Versorgungs GmbH,80331,48.135646,11.580395,21/12/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80331,48.135012,11.579745,19/12/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80331,48.135005,11.579869,19/12/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80331,48.137959,11.566801,19/12/2017,881f8d44a7fffff
SWM Versorgungs GmbH,80331,48.137941,11.566962,19/12/2017,881f8d44a7fffff
SWM Versorgungs GmbH,80331,48.133784,11.570894,19/12/2017,881f8d7a4dfffff
SWM Versorgungs GmbH,80331,48.133734,11.571055,19/12/2017,881f8d7a4dfffff
SWM Versorgungs GmbH,80331,48.142263,11.509488,28/11/2019,881f8d45c3fffff
SWM Versorgungs GmbH,80333,48.150791,11.565181,23/5/2017,881f8d44a1fffff
SWM Versorgungs GmbH,80333,48.142172,11.573254,19/12/2017,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.142133,11.573319,19/12/2017,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.140261,11.571672,19/12/2017,881f8d44a7fffff
SWM Versorgungs GmbH,80333,48.140139,11.571591,19/12/2017,881f8d44a7fffff
SWM Versorgungs GmbH,80333,48.148515,11.565492,11/6/2018,881f8d44a1fffff
SWM Versorgungs GmbH,80333,48.144191,11.569591,29/8/2018,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.144073,11.569644,29/8/2018,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.14835,11.574242,9/9/2019,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.148418,11.574032,9/9/2019,881f8d44a3fffff
SWM Versorgungs GmbH,80333,48.152162,11.56067,8/5/2019,881f8d44a9fffff
SWM Versorgungs GmbH,80333,48.152194,11.560584,8/5/2019,881f8d44a9fffff
SWM Versorgungs GmbH,80333,48.142138,11.566144,14/6/2019,881f8d44a7fffff
SWM Versorgungs GmbH,80333,48.142151,11.56598,14/6/2019,881f8d44a7fffff
SWM Versorgungs GmbH,80333,48.145036,11.559764,23/8/2019,881f8d44a1fffff
SWM Versorgungs GmbH,80335,48.14461,11.55783,12/4/2018,881f8d44a5fffff
SWM Versorgungs GmbH,80335,48.155111,11.555638,20/4/2017,881f8d44a9fffff
SWM Versorgungs GmbH,80335,48.155204,11.555799,20/4/2017,881f8d44a9fffff
SWM Versorgungs GmbH,80335,48.143776,11.554645,29/8/2018,881f8d44a5fffff
SWM Versorgungs GmbH,80335,48.143654,11.554592,29/8/2018,881f8d44a5fffff
SWM Versorgungs GmbH,80335,48.151522,11.549247,20/9/2018,881f8d44adfffff
SWM Versorgungs GmbH,80335,48.151538,11.549235,20/9/2018,881f8d44adfffff
SWM Versorgungs GmbH,80335,48.150426,11.557461,24/9/2018,881f8d44adfffff
SWM Versorgungs GmbH,80335,48.150546,11.557539,24/9/2018,881f8d44adfffff
SWM Versorgungs GmbH,80335,48.142648,11.547762,21/11/2018,881f8d45d3fffff
SWM Versorgungs GmbH,80335,48.142669,11.547975,21/11/2018,881f8d45d3fffff
Sparda-Bank München eG,80335,48.14212,11.552528,14/9/2016,881f8d44a5fffff
SWM Versorgungs GmbH,80336,48.126527,11.546448,25/7/2017,881f8d4591fffff
SWM Versorgungs GmbH,80336,48.126448,11.546245,25/7/2017,881f8d4591fffff
SWM Versorgungs GmbH,80336,48.138378,11.562418,19/12/2017,881f8d44a7fffff
SWM Versorgungs GmbH,80336,48.132602,11.558156,20/9/2018,881f8d459bfffff
SWM Versorgungs GmbH,80336,48.136313,11.56301,25/9/2018,881f8d44a7fffff
SWM Versorgungs GmbH,80336,48.136313,11.562908,25/9/2018,881f8d44a7fffff
TellusPower Europe GmbH,80336,48.135632,11.555516,16/2/2017,881f8d459bfffff
SWM Versorgungs GmbH,80337,48.132241,11.564532,30/3/2017,881f8d7a4dfffff
SWM Versorgungs GmbH,80337,48.124454,11.555571,12/9/2018,881f8d4593fffff
SWM Versorgungs GmbH,80337,48.124512,11.555611,12/9/2018,881f8d4593fffff
SWM Versorgungs GmbH,80337,48.129279,11.558353,14/12/2018,881f8d4593fffff
SWM Versorgungs GmbH,80337,48.12912,11.558315,14/12/2018,881f8d4593fffff
SWM Versorgungs GmbH,80337,48.130926,11.564887,18/11/2019,881f8d7a4dfffff
SWM Versorgungs GmbH,80337,48.130881,11.565026,18/11/2019,881f8d7a4dfffff
SWM Versorgungs GmbH,80339,48.134071,11.541792,23/5/2017,881f8d4599fffff
SWM Versorgungs GmbH,80339,48.134046,11.54176,23/5/2017,881f8d4599fffff
SWM Versorgungs GmbH,80339,48.140074,11.548004,7/11/2017,881f8d44a5fffff
SWM Versorgungs GmbH,80339,48.140225,11.548197,7/11/2017,881f8d44a5fffff
SWM Versorgungs GmbH,80339,48.127934,11.544142,24/9/2018,881f8d4591fffff
SWM Versorgungs GmbH,80339,48.127896,11.544248,24/9/2018,881f8d4591fffff
SWM Versorgungs GmbH,80339,48.13804,11.540614,8/11/2018,881f8d4599fffff
SWM Versorgungs GmbH,80339,48.137947,11.540603,8/11/2018,881f8d4599fffff
SWM Versorgungs GmbH,80339,48.134149,11.532272,18/12/2018,881f8d45d7fffff
SWM Versorgungs GmbH,80339,48.134241,11.532143,18/12/2018,881f8d45d7fffff
SWM Versorgungs GmbH,80339,48.139355,11.528226,20/12/2018,881f8d45d5fffff
SWM Versorgungs GmbH,80339,48.139277,11.528237,20/12/2018,881f8d45d5fffff
SWM Versorgungs GmbH,80469,48.132839,11.583211,20/9/2017,881f8d7a41fffff
SWM Versorgungs GmbH,80469,48.132206,11.582503,20/9/2017,881f8d7a41fffff
SWM Versorgungs GmbH,80469,48.133341,11.576387,8/8/2017,881f8d7a4dfffff
SWM Versorgungs GmbH,80469,48.133412,11.576382,8/8/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80469,48.126313,11.566856,25/10/2018,881f8d4593fffff
SWM Versorgungs GmbH,80469,48.126205,11.569971,24/5/2019,881f8d7a45fffff
SWM Versorgungs GmbH,80469,48.126069,11.570057,24/5/2019,881f8d7a45fffff
SWM Versorgungs GmbH,80469,48.129889,11.577602,18/11/2019,881f8d7a41fffff
SWM Versorgungs GmbH,80469,48.129772,11.577498,18/11/2019,881f8d7a41fffff
SWM Versorgungs GmbH,80469,48.129211,11.571496,18/11/2019,881f8d7a4dfffff
SWM Versorgungs GmbH,80469,48.129141,11.57158,18/11/2019,881f8d7a4dfffff
SWM Versorgungs GmbH,80538,48.141406,11.586446,8/8/2017,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.141406,11.586446,8/8/2017,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.141392,11.586698,8/8/2017,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.139333,11.587502,20/9/2017,881f8d7a4bfffff
SWM Versorgungs GmbH,80538,48.143081,11.587041,9/5/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.143006,11.586966,9/5/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.144098,11.593097,14/6/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.14417,11.592781,14/6/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.140071,11.593543,21/6/2019,881f8d44b7fffff
SWM Versorgungs GmbH,80538,48.140168,11.593591,21/6/2019,881f8d44b7fffff
SWM Versorgungs GmbH,80538,48.145917,11.592843,19/11/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.145982,11.592891,19/11/2019,881f8d44b5fffff
SWM Versorgungs GmbH,80538,48.13543,11.586162,23/12/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,80538,48.135482,11.586172,23/12/2019,881f8d7a4bfffff
SWM Versorgungs GmbH,80539,48.138872,11.580909,19/12/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80539,48.138861,11.581028,19/12/2017,881f8d7a49fffff
SWM Versorgungs GmbH,80539,48.143779,11.58049,26/8/2019,881f8d44a3fffff
SWM Versorgungs GmbH,80539,48.143752,11.58057,26/8/2019,881f8d44a3fffff
symCharge GmbH,80539,48.14049,11.57764,24/11/2018,881f8d7a49fffff
symCharge GmbH,80539,48.14049,11.57764,24/11/2018,881f8d7a49fffff
SWM Versorgungs GmbH,80585,48.165971,11.591821,11/6/2018,881f8d4483fffff
SWM Versorgungs GmbH,80634,48.154005,11.533477,20/3/2017,881f8d45d9fffff
SWM Versorgungs GmbH,80634,48.149152,11.536205,20/11/2018,881f8d45dbfffff
SWM Versorgungs GmbH,80634,48.149108,11.53609,20/11/2018,881f8d45dbfffff
SWM Versorgungs GmbH,80634,48.145567,11.529372,19/12/2018,881f8d45d1fffff
SWM Versorgungs GmbH,80634,48.145716,11.52962,19/12/2018,881f8d45d1fffff
SWM Versorgungs GmbH,80634,48.146687,11.531333,13/12/2018,881f8d45d1fffff
SWM Versorgungs GmbH,80634,48.146547,11.531299,13/12/2018,881f8d45d1fffff
SWM Versorgungs GmbH,80634,48.151647,11.526777,19/12/2018,881f8d45d9fffff
SWM Versorgungs GmbH,80634,48.151702,11.527268,19/12/2018,881f8d45d9fffff
SWM Versorgungs GmbH,80636,48.151385,11.544912,20/3/2017,881f8d45dbfffff
SWM Versorgungs GmbH,80636,48.159344,11.546701,8/11/2017,881f8d44e7fffff
SWM Versorgungs GmbH,80636,48.157011,11.539534,8/11/2017,881f8d44e5fffff
SWM Versorgungs GmbH,80636,48.156947,11.539464,8/11/2017,881f8d44e5fffff
SWM Versorgungs GmbH,80636,48.148934,11.545841,20/9/2018,881f8d44adfffff
SWM Versorgungs GmbH,80636,48.143347,11.537457,8/11/2018,881f8d45d3fffff
SWM Versorgungs GmbH,80636,48.143383,11.537222,8/11/2018,881f8d45d3fffff
SWM Versorgungs GmbH,80636,48.147221,11.543434,20/9/2018,881f8d45dbfffff
SWM Versorgungs GmbH,80636,48.147271,11.543349,20/9/2018,881f8d45dbfffff
SWM Versorgungs GmbH,80636,48.154122,11.541419,23/1/2019,881f8d45dbfffff
SWM Versorgungs GmbH,80636,48.154181,11.541355,23/1/2019,881f8d45dbfffff
SWM Versorgungs GmbH,80636,48.155986,11.547935,28/11/2019,881f8d44e7fffff
SWM Versorgungs GmbH,80636,48.156065,11.547834,28/11/2019,881f8d44e7fffff
Park One GmbH,80636,48.144825,11.538679,15/6/2018,881f8d45d3fffff
Park One GmbH,80636,48.144825,11.538679,15/6/2018,881f8d45d3fffff
Mercedes- Benz AG - Niederlassung München,80636,48.144642,11.536788,3/4/2019,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.144711,11.536458,13/8/2019,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.144718,11.53649,22/2/2019,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.1455,11.536683,8/10/2018,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145256,11.536455,16/10/2018,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145252,11.536495,16/10/2018,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145252,11.536412,8/10/2018,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145279,11.536326,8/10/2018,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145416,11.536592,23/10/2019,881f8d45d1fffff
Mercedes- Benz AG - Niederlassung München,80636,48.145596,11.536613,23/10/2019,881f8d45d1fffff
SWM Versorgungs GmbH,80637,48.1533,11.53755,12/4/2018,881f8d45dbfffff
SWM Versorgungs GmbH,80637,48.161423,11.541325,8/11/2017,881f8d44e1fffff
SWM Versorgungs GmbH,80637,48.161534,11.541143,8/11/2017,881f8d44e1fffff
SWM Versorgungs GmbH,80637,48.169105,11.534445,28/9/2018,881f8d44edfffff
SWM Versorgungs GmbH,80637,48.169191,11.534581,28/9/2018,881f8d44edfffff
SWM Versorgungs GmbH,80637,48.159822,11.540385,21/11/2018,881f8d44e5fffff
SWM Versorgungs GmbH,80637,48.159957,11.540378,21/11/2018,881f8d44e5fffff
SWM Versorgungs GmbH,80637,48.163195,11.529101,5/7/2019,881f8d44edfffff
SWM Versorgungs GmbH,80637,48.163354,11.529076,5/7/2019,881f8d44edfffff
SWM Versorgungs GmbH,80637,48.162476,11.545762,25/11/2019,881f8d44e1fffff
SWM Versorgungs GmbH,80637,48.162394,11.545639,25/11/2019,881f8d44e1fffff
SWM Versorgungs GmbH,80638,48.166007,11.51855,24/10/2019,881f8d443bfffff
SWM Versorgungs GmbH,80638,48.166039,11.518668,24/10/2019,881f8d443bfffff
SWM Versorgungs GmbH,80638,48.161065,11.522237,29/10/2019,881f8d4433fffff
SWM Versorgungs GmbH,80638,48.161068,11.52225,29/10/2019,881f8d4433fffff
SWM Versorgungs GmbH,80639,48.151671,11.509649,7/12/2018,881f8d45cbfffff
SWM Versorgungs GmbH,80639,48.151646,11.509506,7/12/2018,881f8d45cbfffff
SWM Versorgungs GmbH,80639,48.152902,11.511484,13/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.152899,11.511675,13/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.15451,11.509537,13/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.154551,11.509308,13/12/2018,881f8d4435fffff
SWM Versorgungs GmbH,80639,48.155589,11.512902,18/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.155577,11.512688,18/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.147107,11.502535,19/12/2018,881f8d45cbfffff
SWM Versorgungs GmbH,80639,48.146964,11.502492,19/12/2018,881f8d45cbfffff
SWM Versorgungs GmbH,80639,48.15113,11.519989,27/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.151127,11.519815,27/12/2018,881f8d4437fffff
SWM Versorgungs GmbH,80639,48.157345,11.52239,29/3/2020,881f8d4433fffff
SWM Versorgungs GmbH,80639,48.157335,11.522253,29/3/2020,881f8d4433fffff
SWM Versorgungs GmbH,80639,48.156477,11.527736,3/9/2020,881f8d4433fffff
SWM Versorgungs GmbH,80639,48.15666,11.527548,3/9/2020,881f8d4433fffff
SWM Versorgungs GmbH,80649,48.121279,11.559301,30/8/2019,881f8d7a69fffff
SWM Versorgungs GmbH,80649,48.121272,11.559455,30/8/2019,881f8d7a69fffff
SWM Versorgungs GmbH,80669,48.118058,11.609636,20/12/2017,881f8d7a0bfffff
SWM Versorgungs GmbH,80686,48.13343,11.51706,12/4/2018,881f8d4589fffff
SWM Versorgungs GmbH,80686,48.138764,11.510877,6/12/2017,881f8d45c3fffff
SWM Versorgungs GmbH,80686,48.131157,11.509565,7/12/2018,881f8d4589fffff
SWM Versorgungs GmbH,80686,48.131141,11.50939,7/12/2018,881f8d4589fffff
SWM Versorgungs GmbH,80686,48.131568,11.512439,7/12/2018,881f8d4589fffff
SWM Versorgungs GmbH,80686,48.13146,11.512611,7/12/2018,881f8d4589fffff
SWM Versorgungs GmbH,80686,48.126939,11.502444,10/5/2019,881f8d458dfffff
SWM Versorgungs GmbH,80686,48.126939,11.502278,10/5/2019,881f8d458dfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,80686,48.1324251,11.5297252,1/5/2021,881f8d458bfffff
