,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
75675,891f8d7adb7ffff,3,0,1,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,33.33,33.33,Business_percent
75678,891f8d4449bffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
75681,891f8d71e4bffff,36,0,0,0,0,4,0,6,24,2,0,High-area,16.67,11.11,66.67,0.0,Business_percent
75717,891f8d44b17ffff,73,2,5,1,0,3,1,4,56,3,0,High-area,5.48,4.11,76.71,6.85,Business_percent
75790,891f8d46863ffff,18,0,1,0,0,1,0,3,11,2,0,Low-area,16.67,5.56,61.11,5.56,Business_percent
75808,891f8d44123ffff,38,0,0,0,0,1,0,0,30,7,0,High-area,0.0,2.63,78.95,0.0,Business_percent
75846,891f8d47353ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
75848,891f8d44593ffff,5,0,0,0,0,0,0,1,4,0,0,Low-area,20.0,0.0,80.0,0.0,Business_percent
75853,891f8d71463ffff,18,0,1,0,1,0,1,3,6,6,0,Low-area,16.67,0.0,33.33,5.56,Business_percent
75871,891f8d7a673ffff,74,2,2,0,0,2,0,1,33,36,0,High-area,1.35,2.7,44.59,2.7,Business_percent
75945,891f8d7a1a7ffff,22,0,0,1,0,1,0,5,15,0,0,Low-area,22.73,4.55,68.18,0.0,Business_percent
75967,891f8d45933ffff,99,1,9,1,0,0,3,15,56,15,0,High-area,15.15,0.0,56.57,9.09,Business_percent
76066,891f8d44073ffff,9,0,1,1,0,0,0,0,7,0,0,Low-area,0.0,0.0,77.78,11.11,Business_percent
76075,891f8d45037ffff,35,0,0,0,0,1,0,9,17,8,0,High-area,25.71,2.86,48.57,0.0,Business_percent
76110,891f8d44c8fffff,18,0,0,0,2,1,1,0,11,3,0,Low-area,0.0,5.56,61.11,0.0,Business_percent
76128,891f8d440d3ffff,41,1,0,0,0,2,0,6,30,3,0,High-area,14.63,4.88,73.17,0.0,Business_percent
76169,891f8d44097ffff,9,0,0,0,0,0,0,2,7,0,0,Low-area,22.22,0.0,77.78,0.0,Business_percent
76178,891f8d73463ffff,5,0,0,0,0,0,0,3,1,1,0,Low-area,60.0,0.0,20.0,0.0,Shopping_percent
76183,891f8d4436fffff,10,1,0,1,0,0,1,1,6,1,0,Low-area,10.0,0.0,60.0,0.0,Business_percent
76193,891f8d7ae87ffff,25,0,0,0,2,3,0,3,15,2,0,Low-area,12.0,12.0,60.0,0.0,Business_percent
76218,891f8d455abffff,8,0,0,0,0,0,0,0,8,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
76226,891f8d7b543ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
76227,891f8d46b5bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
76228,891f8d7b45bffff,98,1,2,3,2,1,1,26,44,19,0,High-area,26.53,1.02,44.9,2.04,Business_percent
76326,891f8d44b53ffff,90,0,1,3,0,1,2,4,66,13,0,High-area,4.44,1.11,73.33,1.11,Business_percent
76416,891f8d46b43ffff,7,1,1,0,0,1,0,0,5,0,0,Low-area,0.0,14.29,71.43,14.29,Business_percent
76423,891f8d44c2fffff,62,0,3,2,0,5,4,6,36,6,0,High-area,9.68,8.06,58.06,4.84,Business_percent
76485,891f8d45b77ffff,95,0,3,1,0,2,0,11,54,24,0,High-area,11.58,2.11,56.84,3.16,Business_percent
76580,891f8d7a1cbffff,47,0,0,2,0,1,0,4,37,3,0,High-area,8.51,2.13,78.72,0.0,Business_percent
76627,891f8d7a3c7ffff,21,0,2,0,0,0,1,4,13,1,0,Low-area,19.05,0.0,61.9,9.52,Business_percent
76648,891f8d7a2c3ffff,39,0,2,1,0,1,0,12,16,7,0,High-area,30.77,2.56,41.03,5.13,Business_percent
76687,891f8d45b37ffff,41,0,0,2,0,1,1,6,19,12,0,High-area,14.63,2.44,46.34,0.0,Business_percent
76728,891f8d4516fffff,22,0,0,0,0,1,0,3,17,1,0,Low-area,13.64,4.55,77.27,0.0,Business_percent
76750,891f8d448c3ffff,85,1,1,0,2,3,1,23,45,9,1,High-area,27.06,3.53,52.94,1.18,Business_percent
76835,891f8d46bafffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,33.33,33.33,33.33,0.0,Shopping_percent
76838,891f8d441afffff,52,1,2,0,0,2,1,20,21,6,0,High-area,38.46,3.85,40.38,3.85,Business_percent
76890,891f8d71e5bffff,13,2,1,0,0,0,0,2,8,2,0,Low-area,15.38,0.0,61.54,7.69,Business_percent
76903,891f8d44257ffff,31,0,0,0,0,0,0,5,24,2,0,High-area,16.13,0.0,77.42,0.0,Business_percent
76934,891f8d472bbffff,11,0,0,0,0,1,0,1,7,2,0,Low-area,9.09,9.09,63.64,0.0,Business_percent
76945,891f8d7ad1bffff,21,0,2,0,0,0,0,0,19,0,0,Low-area,0.0,0.0,90.48,9.52,Business_percent
76966,891f8d7b5b7ffff,6,0,0,0,0,0,0,1,4,1,0,Low-area,16.67,0.0,66.67,0.0,Business_percent
76972,891f8d44babffff,95,0,1,0,1,1,0,8,77,7,0,High-area,8.42,1.05,81.05,1.05,Business_percent
77067,891f8d44cabffff,60,0,2,2,0,1,1,12,40,2,0,High-area,20.0,1.67,66.67,3.33,Business_percent
77127,891f8d4595bffff,99,1,3,1,1,1,0,16,61,16,0,High-area,16.16,1.01,61.62,3.03,Business_percent
77226,891f8d4486bffff,99,0,2,0,0,1,3,4,72,17,0,High-area,4.04,1.01,72.73,2.02,Business_percent
77325,891f8d7a577ffff,54,0,2,1,0,1,1,14,27,8,0,High-area,25.93,1.85,50.0,3.7,Business_percent
77379,891f8d7a1bbffff,8,0,0,0,0,1,1,2,2,2,0,Low-area,25.0,12.5,25.0,0.0,Shopping_percent
77387,891f8d7aaabffff,26,0,2,0,0,2,2,4,13,3,0,Low-area,15.38,7.69,50.0,7.69,Business_percent
77413,891f8d44a67ffff,98,1,2,2,11,1,1,18,56,6,1,High-area,18.37,1.02,57.14,2.04,Business_percent
77511,891f8d44963ffff,33,0,0,0,0,0,0,0,28,5,0,High-area,0.0,0.0,84.85,0.0,Business_percent
77544,891f8d441dbffff,99,0,5,0,0,5,0,6,54,29,0,High-area,6.06,5.05,54.55,5.05,Business_percent
77643,891f8d4542fffff,23,0,0,0,0,0,0,5,15,3,0,Low-area,21.74,0.0,65.22,0.0,Business_percent
77666,891f8d4445bffff,71,0,2,0,0,2,1,17,40,9,0,High-area,23.94,2.82,56.34,2.82,Business_percent
77737,891f8d46eabffff,5,0,1,0,0,0,0,2,2,0,0,Low-area,40.0,0.0,40.0,20.0,Shopping_percent
77742,891f8d7a61bffff,2,0,1,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,50.0,Eat_percent
77744,891f8d71213ffff,98,1,0,0,0,1,0,7,81,8,1,High-area,7.14,1.02,82.65,0.0,Business_percent
77842,891f8d7a093ffff,57,0,4,2,0,1,0,7,37,6,0,High-area,12.28,1.75,64.91,7.02,Business_percent
77899,891f8d44dd3ffff,28,0,0,0,0,0,0,3,21,3,1,Low-area,10.71,0.0,75.0,0.0,Business_percent
77927,891f8d45e2fffff,29,0,0,1,0,1,1,1,22,3,0,Low-area,3.45,3.45,75.86,0.0,Business_percent
77956,891f8d44bcfffff,9,0,0,1,3,0,2,0,3,0,0,Low-area,0.0,0.0,33.33,0.0,Business_percent
77965,891f8d44223ffff,3,0,0,0,3,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
77968,891f8d40907ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
77969,891f8d7b517ffff,24,0,3,0,0,0,0,1,13,7,0,Low-area,4.17,0.0,54.17,12.5,Business_percent
77993,891f8d7adc3ffff,19,0,0,0,0,0,0,1,18,0,0,Low-area,5.26,0.0,94.74,0.0,Business_percent
78012,891f8d45cbbffff,75,1,1,2,0,5,0,8,33,26,0,High-area,10.67,6.67,44.0,1.33,Business_percent
78087,891f8d45d4bffff,71,0,1,3,0,2,0,10,48,7,0,High-area,14.08,2.82,67.61,1.41,Business_percent
78158,891f8d7a2d3ffff,23,0,0,0,1,0,0,3,16,3,0,Low-area,13.04,0.0,69.57,0.0,Business_percent
78181,891f8d448d7ffff,13,0,4,0,1,0,1,0,6,1,0,Low-area,0.0,0.0,46.15,30.77,Business_percent
78194,891f8d7ae47ffff,3,0,0,0,0,1,1,0,1,0,0,Low-area,0.0,33.33,33.33,0.0,Transport_percent
78197,891f8d468c7ffff,2,0,0,0,0,0,1,0,1,0,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
78199,891f8d45e73ffff,35,0,0,0,0,1,0,6,25,3,0,High-area,17.14,2.86,71.43,0.0,Business_percent
78234,891f8d7aed3ffff,31,0,0,0,0,2,1,6,16,6,0,High-area,19.35,6.45,51.61,0.0,Business_percent
78265,891f8d7a0d3ffff,96,0,4,3,4,1,1,14,55,14,0,High-area,14.58,1.04,57.29,4.17,Business_percent
78361,891f8d4494bffff,8,0,2,0,3,0,1,1,0,0,1,Low-area,12.5,0.0,0.0,25.0,Eat_percent
78369,891f8d45bdbffff,22,1,0,0,0,0,1,2,16,3,0,Low-area,9.09,0.0,72.73,0.0,Business_percent
78391,891f8d46b2fffff,5,0,0,0,0,0,0,1,3,1,0,Low-area,20.0,0.0,60.0,0.0,Business_percent
78396,891f8d71263ffff,35,0,0,0,0,1,0,6,25,3,0,High-area,17.14,2.86,71.43,0.0,Business_percent
78431,891f8d7a46bffff,97,0,7,1,2,1,1,22,54,9,0,High-area,22.68,1.03,55.67,7.22,Business_percent
78528,891f8d45aa7ffff,43,1,3,1,0,1,0,3,27,8,0,High-area,6.98,2.33,62.79,6.98,Business_percent
78571,891f8d7120fffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
78573,891f8d44cc7ffff,54,0,1,0,1,2,0,4,41,5,0,High-area,7.41,3.7,75.93,1.85,Business_percent
78627,891f8d46847ffff,16,0,0,0,0,2,1,3,10,0,0,Low-area,18.75,12.5,62.5,0.0,Business_percent
78643,891f8d4404fffff,11,0,0,0,0,0,0,0,11,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
78654,891f8d7a4d7ffff,99,0,9,3,7,0,0,14,55,11,0,High-area,14.14,0.0,55.56,9.09,Business_percent
78753,891f8d46b4bffff,49,1,0,0,0,1,0,3,44,1,0,High-area,6.12,2.04,89.8,0.0,Business_percent
78802,891f8d7a32fffff,34,0,0,0,0,2,0,1,22,9,0,High-area,2.94,5.88,64.71,0.0,Business_percent
78836,891f8d44167ffff,4,1,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
78840,891f8d4550fffff,12,0,0,0,0,0,0,3,8,1,0,Low-area,25.0,0.0,66.67,0.0,Business_percent
78852,891f8d44d0fffff,96,3,9,2,1,3,2,4,69,6,0,High-area,4.17,3.12,71.88,9.38,Business_percent
78948,891f8d7b46fffff,68,1,0,0,0,0,0,8,35,25,0,High-area,11.76,0.0,51.47,0.0,Business_percent
79016,891f8d71e4fffff,15,0,1,1,0,0,0,1,7,5,0,Low-area,6.67,0.0,46.67,6.67,Business_percent
79031,891f8d45d6bffff,99,1,6,3,1,1,3,6,64,15,0,High-area,6.06,1.01,64.65,6.06,Business_percent
79130,891f8d44b77ffff,99,0,3,1,1,0,1,9,74,10,0,High-area,9.09,0.0,74.75,3.03,Business_percent
79229,891f8d44e03ffff,38,1,0,0,0,2,0,8,22,5,1,High-area,21.05,5.26,57.89,0.0,Business_percent
79267,891f8d44edbffff,64,0,1,0,0,1,2,7,41,12,0,High-area,10.94,1.56,64.06,1.56,Business_percent
79331,891f8d7b41bffff,32,0,0,0,0,0,0,2,29,1,0,High-area,6.25,0.0,90.62,0.0,Business_percent
79363,891f8d45eb7ffff,41,1,1,0,1,0,0,8,30,1,0,High-area,19.51,0.0,73.17,2.44,Business_percent
79404,891f8d4680fffff,18,0,0,0,0,1,0,5,11,1,0,Low-area,27.78,5.56,61.11,0.0,Business_percent
79422,891f8d46027ffff,9,0,0,0,0,0,0,0,7,2,0,Low-area,0.0,0.0,77.78,0.0,Business_percent
79431,891f8d47293ffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,33.33,33.33,33.33,0.0,Shopping_percent
79434,891f8d4688fffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
79436,891f8d4717bffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
79439,891f8d7aac3ffff,16,0,0,0,0,1,1,2,9,3,0,Low-area,12.5,6.25,56.25,0.0,Business_percent
79455,891f8d7ac5bffff,14,0,1,0,0,0,0,1,10,2,0,Low-area,7.14,0.0,71.43,7.14,Business_percent
79469,891f8d45ed3ffff,9,0,0,0,0,1,0,1,5,2,0,Low-area,11.11,11.11,55.56,0.0,Business_percent
79478,891f8d716c3ffff,100,5,1,3,0,2,0,4,60,30,0,High-area,4.0,2.0,60.0,1.0,Business_and_Services
79578,891f8d46e9bffff,8,0,0,0,0,0,0,0,5,3,0,Low-area,0.0,0.0,62.5,0.0,Business_percent
79586,891f8d45c57ffff,41,0,0,0,0,2,1,4,25,9,0,High-area,9.76,4.88,60.98,0.0,Business_percent
79627,891f8d44c93ffff,12,0,0,0,0,0,1,2,8,1,0,Low-area,16.67,0.0,66.67,0.0,Business_percent
79639,891f8d7b4abffff,20,0,0,0,0,0,0,0,18,1,1,Low-area,0.0,0.0,90.0,0.0,Business_percent
79659,891f8d7a653ffff,3,0,1,0,0,0,1,0,1,0,0,Low-area,0.0,0.0,33.33,33.33,Business_percent
79662,891f8d4408bffff,43,0,0,0,0,3,0,5,28,7,0,High-area,11.63,6.98,65.12,0.0,Business_percent
79705,891f8d45d8bffff,41,0,1,0,1,1,0,9,25,4,0,High-area,21.95,2.44,60.98,2.44,Business_percent
79746,891f8d4696bffff,2,0,0,0,0,0,0,0,0,2,0,Low-area,0.0,0.0,0.0,0.0,Facilities
79748,891f8d4707bffff,11,0,0,0,0,0,0,0,10,1,0,Low-area,0.0,0.0,90.91,0.0,Business_percent
79759,891f8d443bbffff,50,0,0,1,1,0,1,6,35,6,0,High-area,12.0,0.0,70.0,0.0,Business_percent
79809,891f8d46e23ffff,41,0,2,0,0,1,0,2,24,12,0,High-area,4.88,2.44,58.54,4.88,Business_percent
79850,891f8d44853ffff,93,1,4,1,2,1,1,16,57,11,0,High-area,17.2,1.08,61.29,4.3,Business_percent
79943,891f8d4402bffff,21,0,1,0,0,1,0,4,10,5,0,Low-area,19.05,4.76,47.62,4.76,Business_percent
79964,891f8d44b2bffff,76,0,0,0,4,1,0,5,55,11,0,High-area,6.58,1.32,72.37,0.0,Business_percent
80040,891f8d456afffff,31,1,0,0,0,0,1,8,12,9,1,High-area,25.81,0.0,38.71,0.0,Business_percent
80071,891f8d7a397ffff,13,0,0,0,0,0,1,2,7,3,0,Low-area,15.38,0.0,53.85,0.0,Business_percent
80084,891f8d45977ffff,68,0,8,5,1,1,1,9,40,3,0,High-area,13.24,1.47,58.82,11.76,Business_percent
80152,891f8d4413bffff,54,1,2,0,0,1,2,7,36,6,0,High-area,12.96,1.85,66.67,3.7,Business_percent
80206,891f8d45a03ffff,6,0,0,0,0,0,0,0,6,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
80212,891f8d45cb3ffff,63,0,0,0,0,6,0,8,43,6,0,High-area,12.7,9.52,68.25,0.0,Business_percent
80275,891f8d7a14bffff,20,0,0,0,0,2,1,4,11,2,0,Low-area,20.0,10.0,55.0,0.0,Business_percent
80295,891f8d4468fffff,42,0,2,0,0,2,0,6,25,7,0,High-area,14.29,4.76,59.52,4.76,Business_percent
80337,891f8d7a527ffff,46,0,1,0,1,1,0,6,35,2,0,High-area,13.04,2.17,76.09,2.17,Business_percent
80383,891f8d44c4bffff,10,0,6,0,0,0,2,0,0,2,0,Low-area,0.0,0.0,0.0,60.0,Eat_percent
80393,891f8d440b7ffff,52,0,1,0,0,1,0,9,39,2,0,High-area,17.31,1.92,75.0,1.92,Business_percent
80445,891f8d44db7ffff,20,0,0,0,0,2,0,4,12,2,0,Low-area,20.0,10.0,60.0,0.0,Business_percent
80465,891f8d46a53ffff,34,0,1,0,2,1,1,6,22,1,0,High-area,17.65,2.94,64.71,2.94,Business_percent
80499,891f8d44b33ffff,97,1,2,0,1,0,0,10,65,19,0,High-area,10.31,0.0,67.01,2.06,Business_percent
80596,891f8d442b7ffff,12,0,0,0,0,0,0,0,11,1,0,Low-area,0.0,0.0,91.67,0.0,Business_percent
80608,891f8d7a6afffff,99,0,9,4,1,0,0,22,50,13,0,High-area,22.22,0.0,50.51,9.09,Business_percent
80707,891f8d4441bffff,4,0,0,0,0,2,0,0,2,0,0,Low-area,0.0,50.0,50.0,0.0,Transport_percent
80711,891f8d7b583ffff,7,0,1,1,0,1,0,1,0,3,0,Low-area,14.29,14.29,0.0,14.29,Shopping_percent
80718,891f8d472d3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
80719,891f8d4555bffff,36,1,1,0,0,3,0,7,15,10,0,High-area,19.44,8.33,41.67,2.78,Business_percent
80755,891f8d45463ffff,27,0,0,2,2,3,0,5,12,3,0,Low-area,18.52,11.11,44.44,0.0,Business_percent
80782,891f8d44e97ffff,6,0,0,2,0,0,0,0,1,3,0,Low-area,0.0,0.0,16.67,0.0,Business_percent
80788,891f8d7aa3bffff,25,0,0,0,0,1,0,4,13,7,0,Low-area,16.0,4.0,52.0,0.0,Business_percent
80813,891f8d44adbffff,98,1,9,3,0,0,0,19,57,10,0,High-area,19.39,0.0,58.16,9.18,Business_percent
80911,891f8d44013ffff,37,0,0,1,0,0,0,8,22,6,0,High-area,21.62,0.0,59.46,0.0,Business_percent
80948,891f8d4728bffff,11,0,0,0,0,0,0,0,11,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
80959,891f8d7a32bffff,29,0,0,0,0,1,0,2,22,4,0,Low-area,6.9,3.45,75.86,0.0,Business_percent
80988,891f8d71543ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,100.0,0.0,0.0,0.0,Shopping_percent
80989,891f8d7b62bffff,12,0,0,0,1,0,0,5,5,1,0,Low-area,41.67,0.0,41.67,0.0,Shopping_percent
81001,891f8d7142bffff,16,0,0,0,0,3,1,3,8,1,0,Low-area,18.75,18.75,50.0,0.0,Business_percent
81017,891f8d71063ffff,7,0,0,0,0,1,3,1,2,0,0,Low-area,14.29,14.29,28.57,0.0,Business_percent
81024,891f8d4425bffff,44,0,0,1,0,0,0,3,35,5,0,High-area,6.82,0.0,79.55,0.0,Business_percent
81068,891f8d4451bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
81070,891f8d73087ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
81071,891f8d44a97ffff,100,0,1,4,0,1,0,32,52,7,3,High-area,32.0,1.0,52.0,1.0,Business_and_Services
81171,891f8d4714fffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
81172,891f8d45017ffff,1,0,0,0,0,0,0,1,0,0,0,Low-area,100.0,0.0,0.0,0.0,Shopping_percent
81173,891f8d7a187ffff,24,0,0,1,1,0,0,4,17,1,0,Low-area,16.67,0.0,70.83,0.0,Business_percent
81197,891f8d7308bffff,12,0,0,0,0,0,0,0,10,2,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
81209,891f8d4412bffff,29,0,0,0,1,2,0,3,21,2,0,Low-area,10.34,6.9,72.41,0.0,Business_percent
81238,891f8d44677ffff,37,0,0,0,0,1,1,4,26,5,0,High-area,10.81,2.7,70.27,0.0,Business_percent
81275,891f8d44a83ffff,99,1,9,8,2,1,0,19,51,9,0,High-area,19.19,1.01,51.52,9.09,Business_percent
81374,891f8d7a80fffff,9,0,0,0,0,1,1,2,5,0,0,Low-area,22.22,11.11,55.56,0.0,Business_percent
81383,891f8d71083ffff,11,0,0,0,0,0,0,0,10,1,0,Low-area,0.0,0.0,90.91,0.0,Business_percent
81394,891f8d7a00fffff,57,1,0,0,0,0,1,14,36,6,0,High-area,24.56,0.0,63.16,0.0,Business_percent
81451,891f8d446d7ffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
81455,891f8d7ac6fffff,32,0,2,0,0,1,0,3,22,4,0,High-area,9.38,3.12,68.75,6.25,Business_percent
81487,891f8d710b3ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
81488,891f8d7a383ffff,8,0,1,0,0,1,0,1,3,1,1,Low-area,12.5,12.5,37.5,12.5,Business_percent
81496,891f8d459dbffff,86,0,2,5,1,2,1,9,55,11,0,High-area,10.47,2.33,63.95,2.33,Business_percent
81582,891f8d7b0a3ffff,28,0,0,1,0,0,0,2,22,3,0,Low-area,7.14,0.0,78.57,0.0,Business_percent
81610,891f8d45d53ffff,99,0,5,1,1,2,0,17,58,15,0,High-area,17.17,2.02,58.59,5.05,Business_percent
81709,891f8d46b73ffff,15,0,1,1,0,0,0,2,9,2,0,Low-area,13.33,0.0,60.0,6.67,Business_percent
81724,891f8d7ac7bffff,31,0,1,0,0,2,0,7,20,1,0,High-area,22.58,6.45,64.52,3.23,Business_percent
81755,891f8d7a3afffff,98,0,8,4,0,3,0,17,52,14,0,High-area,17.35,3.06,53.06,8.16,Business_percent
81853,891f8d45cc7ffff,63,0,0,0,0,3,0,9,43,8,0,High-area,14.29,4.76,68.25,0.0,Business_percent
81916,891f8d7a6cfffff,4,0,2,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,25.0,50.0,Eat_percent
81920,891f8d44443ffff,78,1,6,1,0,1,1,20,40,9,0,High-area,25.64,1.28,51.28,7.69,Business_percent
81998,891f8d7160bffff,67,0,0,0,0,0,1,5,54,7,0,High-area,7.46,0.0,80.6,0.0,Business_percent
82065,891f8d7a477ffff,93,0,8,1,2,1,5,13,51,12,0,High-area,13.98,1.08,54.84,8.6,Business_percent
82158,891f8d440bbffff,14,1,0,0,0,0,0,1,9,4,0,Low-area,7.14,0.0,64.29,0.0,Business_percent
82172,891f8d44a1bffff,100,0,6,2,2,1,1,7,73,8,0,High-area,7.0,1.0,73.0,6.0,Business_and_Services
82272,891f8d45d5bffff,97,1,2,0,0,1,0,13,69,12,0,High-area,13.4,1.03,71.13,2.06,Business_percent
82369,891f8d4444fffff,13,0,0,0,0,2,0,4,7,0,0,Low-area,30.77,15.38,53.85,0.0,Business_percent
82382,891f8d7b557ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
82383,891f8d7134bffff,24,0,0,0,0,2,0,2,18,2,0,Low-area,8.33,8.33,75.0,0.0,Business_percent
82407,891f8d7ad47ffff,72,0,4,0,0,2,0,16,38,12,0,High-area,22.22,2.78,52.78,5.56,Business_percent
82479,891f8d44bdbffff,99,2,13,4,5,1,0,25,43,8,0,High-area,25.25,1.01,43.43,13.13,Business_percent
82578,891f8d71223ffff,77,0,1,2,0,1,3,16,50,4,0,High-area,20.78,1.3,64.94,1.3,Business_percent
82655,891f8d7ada7ffff,2,0,0,0,0,0,2,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
82657,891f8d47107ffff,13,0,0,0,0,1,1,0,11,0,0,Low-area,0.0,7.69,84.62,0.0,Business_percent
82670,891f8d71e8bffff,1,0,0,0,0,1,0,0,0,0,0,Low-area,0.0,100.0,0.0,0.0,Transport_percent
82671,891f8d44e8bffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
82673,891f8d7b093ffff,45,0,1,0,1,0,1,5,31,6,0,High-area,11.11,0.0,68.89,2.22,Business_percent
82718,891f8d44633ffff,13,0,0,0,0,3,0,1,7,2,0,Low-area,7.69,23.08,53.85,0.0,Business_percent
82731,891f8d458bbffff,74,0,5,1,0,0,1,7,57,3,0,High-area,9.46,0.0,77.03,6.76,Business_percent
82805,891f8d4558bffff,16,0,0,0,0,2,1,2,11,0,0,Low-area,12.5,12.5,68.75,0.0,Business_percent
82821,891f8d442a3ffff,58,1,1,0,0,0,4,10,38,4,1,High-area,17.24,0.0,65.52,1.72,Business_percent
82879,891f8d44a53ffff,94,2,3,5,2,1,0,5,60,18,0,High-area,5.32,1.06,63.83,3.19,Business_percent
82973,891f8d44c7bffff,28,1,6,1,0,0,0,4,9,8,0,Low-area,14.29,0.0,32.14,21.43,Business_percent
83001,891f8d7aeabffff,28,0,3,1,1,0,1,1,21,0,0,Low-area,3.57,0.0,75.0,10.71,Business_percent
83029,891f8d73053ffff,5,0,2,0,0,1,2,0,0,0,0,Low-area,0.0,20.0,0.0,40.0,Eat_percent
83034,891f8d7a50fffff,97,1,13,1,2,1,1,27,43,8,1,High-area,27.84,1.03,44.33,13.4,Business_percent
83131,891f8d7b52bffff,41,0,0,1,2,0,0,4,29,5,0,High-area,9.76,0.0,70.73,0.0,Business_percent
83172,891f8d46b27ffff,53,0,1,2,1,3,1,13,26,5,1,High-area,24.53,5.66,49.06,1.89,Business_percent
83225,891f8d45a33ffff,11,0,0,0,0,0,0,2,9,0,0,Low-area,18.18,0.0,81.82,0.0,Business_percent
83236,891f8d7a677ffff,82,0,0,0,1,1,0,15,57,8,0,High-area,18.29,1.22,69.51,0.0,Business_percent
83318,891f8d4e99bffff,40,0,1,0,0,2,0,2,24,11,0,High-area,5.0,5.0,60.0,2.5,Business_percent
83358,891f8d4684fffff,18,0,0,1,0,1,0,1,14,1,0,Low-area,5.56,5.56,77.78,0.0,Business_percent
83376,891f8d44ac3ffff,100,0,5,0,0,0,1,14,54,26,0,High-area,14.0,0.0,54.0,5.0,Business_and_Services
83476,891f8d45083ffff,50,1,2,0,0,0,1,10,36,1,0,High-area,20.0,0.0,72.0,4.0,Business_percent
83526,891f8d7b0d3ffff,55,0,0,0,0,2,0,12,34,7,0,High-area,21.82,3.64,61.82,0.0,Business_percent
83581,891f8d7136fffff,3,0,0,0,0,1,0,1,1,0,0,Low-area,33.33,33.33,33.33,0.0,Shopping_percent
83584,891f8d732a3ffff,3,0,0,0,0,0,0,1,2,0,0,Low-area,33.33,0.0,66.67,0.0,Business_percent
83587,891f8d44c2bffff,96,0,4,3,1,1,0,15,67,5,0,High-area,15.62,1.04,69.79,4.17,Business_percent
83683,891f8d4513bffff,2,0,0,1,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
83685,891f8d7139bffff,27,0,6,2,0,0,0,1,8,10,0,Low-area,3.7,0.0,29.63,22.22,Business_percent
83712,891f8d44ea7ffff,24,0,0,0,0,1,1,1,20,1,0,Low-area,4.17,4.17,83.33,0.0,Business_percent
83736,891f8d73633ffff,22,0,0,0,0,0,0,5,15,2,0,Low-area,22.73,0.0,68.18,0.0,Business_percent
83758,891f8d4754bffff,3,0,0,0,0,0,0,0,0,3,0,Low-area,0.0,0.0,0.0,0.0,Facilities
83761,891f8d7a50bffff,57,0,5,2,0,2,0,7,35,6,0,High-area,12.28,3.51,61.4,8.77,Business_percent
