,h3_code,total_poi,station_count,Eat_and_Drink,Going_Out-Entertainment,Sights_and_Museums,Transport,Accommodations,Shopping,Business_and_Services,Facilities,Areas_and_Buildings,h3_area,Shopping_percent,Transport_percent,Business_percent,Eat_percent,max_category
20856,891f8d71697ffff,43,0,1,0,0,3,0,9,26,4,0,High-area,20.93,6.98,60.47,2.33,Business_percent
20899,891f8d71647ffff,20,0,1,0,0,0,2,2,8,7,0,Low-area,10.0,0.0,40.0,5.0,Business_percent
20919,891f8d45b13ffff,70,0,6,2,0,3,2,10,37,10,0,High-area,14.29,4.29,52.86,8.57,Business_percent
20989,891f8d44c53ffff,40,0,0,0,1,0,0,2,22,15,0,High-area,5.0,0.0,55.0,0.0,Business_percent
21029,891f8d46a6fffff,18,0,0,0,0,0,2,5,10,1,0,Low-area,27.78,0.0,55.56,0.0,Business_percent
21047,891f8d71657ffff,65,1,1,0,0,1,2,5,45,11,0,High-area,7.69,1.54,69.23,1.54,Business_percent
21112,891f8d7ae63ffff,6,0,0,0,0,0,0,0,6,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
21118,891f8d7a643ffff,21,0,0,0,0,0,0,4,13,4,0,Low-area,19.05,0.0,61.9,0.0,Business_percent
21139,891f8d7a557ffff,50,0,4,3,0,0,3,4,31,5,0,High-area,8.0,0.0,62.0,8.0,Business_percent
21189,891f8d44c6bffff,69,0,3,2,0,1,2,7,52,2,0,High-area,10.14,1.45,75.36,4.35,Business_percent
21258,891f8d471a7ffff,25,0,0,1,0,1,2,6,13,2,0,Low-area,24.0,4.0,52.0,0.0,Business_percent
21283,891f8d73013ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
21284,891f8d44547ffff,17,0,0,0,0,2,0,3,11,1,0,Low-area,17.65,11.76,64.71,0.0,Business_percent
21301,891f8d44eb3ffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
21302,891f8d7a49bffff,99,0,11,2,3,2,0,40,23,18,0,High-area,40.4,2.02,23.23,11.11,Shopping_percent
21401,891f8d7a5c3ffff,98,1,10,2,2,2,0,19,43,20,0,High-area,19.39,2.04,43.88,10.2,Business_percent
21499,891f8d463cfffff,13,1,0,0,0,0,0,0,13,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
21512,891f8d458dbffff,20,0,1,0,1,0,1,4,11,2,0,Low-area,20.0,0.0,55.0,5.0,Business_percent
21532,891f8d7a57bffff,62,1,3,1,0,1,2,9,43,3,0,High-area,14.52,1.61,69.35,4.84,Business_percent
21594,891f8d46acbffff,16,0,0,0,0,0,0,6,9,1,0,Low-area,37.5,0.0,56.25,0.0,Business_percent
21610,891f8d46bc3ffff,53,0,5,0,1,3,0,14,21,8,1,High-area,26.42,5.66,39.62,9.43,Business_percent
21663,891f8d44cc3ffff,35,1,0,0,0,1,1,4,24,5,0,High-area,11.43,2.86,68.57,0.0,Business_percent
21698,891f8d44367ffff,76,0,0,0,3,1,0,2,57,13,0,High-area,2.63,1.32,75.0,0.0,Business_percent
21774,891f8d7b523ffff,38,0,0,0,0,1,1,4,26,6,0,High-area,10.53,2.63,68.42,0.0,Business_percent
21812,891f8d7aa83ffff,9,0,0,1,0,1,0,2,4,1,0,Low-area,22.22,11.11,44.44,0.0,Business_percent
21821,891f8d7a597ffff,97,1,7,0,0,3,2,12,35,37,1,High-area,12.37,3.09,36.08,7.22,Facilities
21918,891f8d7ae4fffff,46,0,9,0,0,4,1,3,26,3,0,High-area,6.52,8.7,56.52,19.57,Business_percent
21964,891f8d44c87ffff,10,0,0,0,0,1,0,2,7,0,0,Low-area,20.0,10.0,70.0,0.0,Business_percent
21974,891f8d4490bffff,13,0,2,0,0,0,0,1,8,2,0,Low-area,7.69,0.0,61.54,15.38,Business_percent
21987,891f8d7ad57ffff,34,0,1,1,0,1,1,5,22,3,0,High-area,14.71,2.94,64.71,2.94,Business_percent
22021,891f8d4460bffff,28,0,0,0,0,1,1,2,23,1,0,Low-area,7.14,3.57,82.14,0.0,Business_percent
22049,891f8d71607ffff,28,0,0,0,0,0,0,2,18,8,0,Low-area,7.14,0.0,64.29,0.0,Business_percent
22077,891f8d45ea3ffff,37,0,1,1,0,1,0,10,20,4,0,High-area,27.03,2.7,54.05,2.7,Business_percent
22114,891f8d7128bffff,19,0,4,0,0,1,3,2,7,2,0,Low-area,10.53,5.26,36.84,21.05,Business_percent
22133,891f8d716a3ffff,35,1,1,1,0,0,0,10,18,5,0,High-area,28.57,0.0,51.43,2.86,Business_percent
22168,891f8d450abffff,16,0,0,1,0,0,0,0,12,3,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
22184,891f8d4446fffff,14,1,1,0,1,0,1,3,5,3,0,Low-area,21.43,0.0,35.71,7.14,Business_percent
22198,891f8d45807ffff,62,0,3,1,0,0,0,3,48,6,1,High-area,4.84,0.0,77.42,4.84,Business_percent
22260,891f8d45c07ffff,99,0,6,4,0,1,0,18,62,7,1,High-area,18.18,1.01,62.63,6.06,Business_percent
22359,891f8d46243ffff,3,0,0,0,0,0,1,0,1,1,0,Low-area,0.0,0.0,33.33,0.0,Business_percent
22362,891f8d448dbffff,44,1,5,0,0,1,0,6,28,4,0,High-area,13.64,2.27,63.64,11.36,Business_percent
22406,891f8d454a7ffff,23,0,0,0,0,0,0,3,17,3,0,Low-area,13.04,0.0,73.91,0.0,Business_percent
22429,891f8d44dbbffff,30,0,1,1,0,1,0,14,11,1,1,High-area,46.67,3.33,36.67,3.33,Shopping_percent
22459,891f8d46263ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
22461,891f8d7109bffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
22462,891f8d44a77ffff,100,0,4,0,0,0,1,13,73,9,0,High-area,13.0,0.0,73.0,4.0,Business_and_Services
22562,891f8d45473ffff,43,0,1,1,0,1,0,13,20,7,0,High-area,30.23,2.33,46.51,2.33,Business_percent
22605,891f8d4469bffff,14,0,0,0,0,0,0,0,14,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
22619,891f8d44c43ffff,3,0,1,0,1,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,33.33,Eat_percent
22622,891f8d7a3bbffff,10,1,0,0,0,1,1,1,6,1,0,Low-area,10.0,10.0,60.0,0.0,Business_percent
22632,891f8d7a30fffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
22635,891f8d7137bffff,5,0,0,0,0,1,0,0,4,0,0,Low-area,0.0,20.0,80.0,0.0,Business_percent
22640,891f8d45cafffff,12,0,0,0,0,0,0,0,10,2,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
22652,891f8d4426bffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
22653,891f8d7a067ffff,15,0,0,0,0,0,0,2,12,1,0,Low-area,13.33,0.0,80.0,0.0,Business_percent
22668,891f8d7a883ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
22670,891f8d4432bffff,99,1,0,1,1,1,0,1,80,15,0,High-area,1.01,1.01,80.81,0.0,Business_percent
22769,891f8d7a467ffff,96,1,3,2,0,1,1,13,72,4,0,High-area,13.54,1.04,75.0,3.12,Business_percent
22865,891f8d4552fffff,95,0,1,2,3,1,1,7,46,33,1,High-area,7.37,1.05,48.42,1.05,Business_percent
22960,891f8d44aa3ffff,98,1,2,0,1,0,0,14,60,21,0,High-area,14.29,0.0,61.22,2.04,Business_percent
23058,891f8d44177ffff,38,1,0,0,0,0,0,2,32,4,0,High-area,5.26,0.0,84.21,0.0,Business_percent
23096,891f8d4ed87ffff,2,0,0,0,0,0,0,0,1,1,0,Low-area,0.0,0.0,50.0,0.0,Business_percent
23098,891f8d44833ffff,98,2,4,3,0,3,4,7,62,15,0,High-area,7.14,3.06,63.27,4.08,Business_percent
23196,891f8d4487bffff,100,0,0,0,1,0,0,10,74,15,0,High-area,10.0,0.0,74.0,0.0,Business_and_Services
23296,891f8d7a5afffff,83,0,0,0,0,3,0,4,74,2,0,High-area,4.82,3.61,89.16,0.0,Business_percent
23379,891f8d7ad0bffff,26,0,0,0,0,0,0,3,22,1,0,Low-area,11.54,0.0,84.62,0.0,Business_percent
23405,891f8d7ac9bffff,45,0,2,0,0,1,3,8,28,3,0,High-area,17.78,2.22,62.22,4.44,Business_percent
23450,891f8d7b6bbffff,16,0,0,0,1,0,1,1,12,1,0,Low-area,6.25,0.0,75.0,0.0,Business_percent
23466,891f8d7ae37ffff,4,0,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
23470,891f8d71693ffff,38,0,2,0,0,3,0,3,24,6,0,High-area,7.89,7.89,63.16,5.26,Business_percent
23508,891f8d45d3bffff,73,2,2,0,0,0,0,9,59,3,0,High-area,12.33,0.0,80.82,2.74,Business_percent
23581,891f8d45503ffff,23,0,1,0,0,0,1,2,19,0,0,Low-area,8.7,0.0,82.61,4.35,Business_percent
23604,891f8d44a03ffff,98,0,10,3,8,2,1,8,61,4,1,High-area,8.16,2.04,62.24,10.2,Business_percent
23702,891f8d451bbffff,73,0,4,3,0,1,2,21,38,4,0,High-area,28.77,1.37,52.05,5.48,Business_percent
23775,891f8d450cbffff,5,0,0,1,1,0,0,0,3,0,0,Low-area,0.0,0.0,60.0,0.0,Business_percent
23780,891f8d44ab7ffff,99,1,8,5,1,0,0,35,41,9,0,High-area,35.35,0.0,41.41,8.08,Business_percent
23879,891f8d44d37ffff,99,0,2,5,0,4,4,8,73,3,0,High-area,8.08,4.04,73.74,2.02,Business_percent
23978,891f8d441c7ffff,64,0,3,2,2,4,2,10,33,8,0,High-area,15.62,6.25,51.56,4.69,Business_percent
24042,891f8d4686fffff,40,0,2,1,1,1,0,11,21,3,0,High-area,27.5,2.5,52.5,5.0,Business_percent
24082,891f8d4737bffff,7,0,0,0,0,0,0,1,6,0,0,Low-area,14.29,0.0,85.71,0.0,Business_percent
24089,891f8d44e83ffff,2,0,0,0,0,1,0,0,0,1,0,Low-area,0.0,50.0,0.0,0.0,Transport_percent
24091,891f8d46a87ffff,27,0,2,0,0,1,0,1,22,1,0,Low-area,3.7,3.7,81.48,7.41,Business_percent
24118,891f8d448cbffff,100,0,5,3,0,0,1,20,57,14,0,High-area,20.0,0.0,57.0,5.0,Business_and_Services
24218,891f8d450d7ffff,52,0,1,0,0,2,0,12,34,3,0,High-area,23.08,3.85,65.38,1.92,Business_percent
24270,891f8d4734fffff,13,0,0,0,0,0,1,0,11,0,1,Low-area,0.0,0.0,84.62,0.0,Business_percent
24283,891f8d4594fffff,97,0,3,4,1,3,1,16,57,12,0,High-area,16.49,3.09,58.76,3.09,Business_percent
24380,891f8d44883ffff,27,1,1,0,0,0,0,2,17,7,0,Low-area,7.41,0.0,62.96,3.7,Business_percent
24407,891f8d459abffff,97,0,0,1,3,1,0,3,81,7,1,High-area,3.09,1.03,83.51,0.0,Business_percent
24504,891f8d45543ffff,50,2,1,0,0,2,0,8,29,10,0,High-area,16.0,4.0,58.0,2.0,Business_percent
24554,891f8d45e57ffff,22,0,0,1,0,2,0,2,12,5,0,Low-area,9.09,9.09,54.55,0.0,Business_percent
24576,891f8d71413ffff,20,0,0,0,0,0,1,1,16,1,1,Low-area,5.0,0.0,80.0,0.0,Business_percent
24596,891f8d45117ffff,37,0,0,3,0,1,1,7,21,4,0,High-area,18.92,2.7,56.76,0.0,Business_percent
24633,891f8d44313ffff,40,0,0,1,0,0,0,3,33,3,0,High-area,7.5,0.0,82.5,0.0,Business_percent
24673,891f8d45947ffff,100,1,5,0,1,1,2,15,68,7,1,High-area,15.0,1.0,68.0,5.0,Business_and_Services
24773,891f8d7ad8fffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
24774,891f8d7b423ffff,16,0,0,0,0,1,0,1,10,4,0,Low-area,6.25,6.25,62.5,0.0,Business_percent
24790,891f8d7b43bffff,15,0,0,0,0,0,0,2,11,2,0,Low-area,13.33,0.0,73.33,0.0,Business_percent
24805,891f8d44887ffff,29,0,1,0,0,2,2,5,16,3,0,Low-area,17.24,6.9,55.17,3.45,Business_percent
24834,891f8d4488fffff,9,1,0,0,0,1,0,1,4,3,0,Low-area,11.11,11.11,44.44,0.0,Business_percent
24843,891f8d7104fffff,32,0,0,0,0,0,0,2,28,2,0,High-area,6.25,0.0,87.5,0.0,Business_percent
24875,891f8d4406bffff,23,0,0,0,0,0,0,2,21,0,0,Low-area,8.7,0.0,91.3,0.0,Business_percent
24898,891f8d445bbffff,3,0,0,0,0,0,0,0,3,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
24901,891f8d45d63ffff,100,0,0,1,1,3,1,19,68,7,0,High-area,19.0,3.0,68.0,0.0,Business_and_Services
25001,891f8d7a43bffff,44,0,4,2,0,2,5,2,27,2,0,High-area,4.55,4.55,61.36,9.09,Business_percent
25045,891f8d73287ffff,11,0,1,0,0,0,0,1,7,2,0,Low-area,9.09,0.0,63.64,9.09,Business_percent
25056,891f8d7a423ffff,99,1,10,2,1,4,0,26,40,16,0,High-area,26.26,4.04,40.4,10.1,Business_percent
25155,891f8d44657ffff,11,0,0,0,0,0,0,2,9,0,0,Low-area,18.18,0.0,81.82,0.0,Business_percent
25166,891f8d7a4abffff,39,0,0,2,3,2,2,1,22,7,0,High-area,2.56,5.13,56.41,0.0,Business_percent
25205,891f8d45d37ffff,74,1,1,4,0,1,0,5,55,8,0,High-area,6.76,1.35,74.32,1.35,Business_percent
25279,891f8d455a3ffff,7,0,0,1,2,0,0,0,1,3,0,Low-area,0.0,0.0,14.29,0.0,Business_percent
25286,891f8d7a507ffff,98,0,0,4,0,0,1,10,77,6,0,High-area,10.2,0.0,78.57,0.0,Business_percent
25384,891f8d4418fffff,43,0,0,1,1,1,1,3,33,3,0,High-area,6.98,2.33,76.74,0.0,Business_percent
25427,891f8d46a0fffff,43,0,1,1,0,1,2,10,19,9,0,High-area,23.26,2.33,44.19,2.33,Business_percent
25470,891f8d7b50bffff,27,0,2,0,0,1,1,1,19,3,0,Low-area,3.7,3.7,70.37,7.41,Business_percent
25497,891f8d46e13ffff,4,0,0,1,0,0,0,0,3,0,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
25501,891f8d46b8bffff,14,0,0,0,0,2,1,1,4,6,0,Low-area,7.14,14.29,28.57,0.0,Business_percent
25515,891f8d45dafffff,97,0,4,2,1,1,0,22,60,7,0,High-area,22.68,1.03,61.86,4.12,Business_percent
25612,891f8d45d2bffff,98,0,4,3,6,2,1,10,55,17,0,High-area,10.2,2.04,56.12,4.08,Business_percent
25710,891f8d71457ffff,20,0,1,0,0,0,0,4,9,6,0,Low-area,20.0,0.0,45.0,5.0,Business_percent
25730,891f8d44673ffff,10,0,0,0,0,0,1,2,7,0,0,Low-area,20.0,0.0,70.0,0.0,Business_percent
25740,891f8d785afffff,5,0,0,0,0,1,0,0,2,2,0,Low-area,0.0,20.0,40.0,0.0,Business_percent
25745,891f8d7160fffff,19,0,0,0,0,0,0,3,12,4,0,Low-area,15.79,0.0,63.16,0.0,Business_percent
25764,891f8d4489bffff,6,0,0,0,0,0,3,1,1,1,0,Low-area,16.67,0.0,16.67,0.0,Shopping_percent
25770,891f8d44eb7ffff,1,0,0,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Accommodations
25771,891f8d46bb3ffff,10,0,0,0,0,1,0,2,4,3,0,Low-area,20.0,10.0,40.0,0.0,Business_percent
25781,891f8d7a513ffff,54,0,0,0,0,0,0,6,41,7,0,High-area,11.11,0.0,75.93,0.0,Business_percent
25835,891f8d71357ffff,3,0,0,0,0,0,0,2,1,0,0,Low-area,66.67,0.0,33.33,0.0,Shopping_percent
25838,891f8d473d7ffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
25840,891f8d4495bffff,4,0,0,0,0,0,0,0,3,1,0,Low-area,0.0,0.0,75.0,0.0,Business_percent
25844,891f8d445d3ffff,30,0,0,1,1,1,2,6,18,1,0,High-area,20.0,3.33,60.0,0.0,Business_percent
25874,891f8d7a4afffff,99,1,3,1,2,0,0,14,69,10,0,High-area,14.14,0.0,69.7,3.03,Business_percent
25973,891f8d710c7ffff,12,0,1,0,0,0,0,1,10,0,0,Low-area,8.33,0.0,83.33,8.33,Business_percent
25985,891f8d4e98bffff,39,1,0,0,1,1,0,9,20,8,0,High-area,23.08,2.56,51.28,0.0,Business_percent
26024,891f8d4468bffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
26028,891f8d44b43ffff,100,1,1,1,1,1,0,5,84,7,0,High-area,5.0,1.0,84.0,1.0,Business_and_Services
26128,891f8d44953ffff,36,0,0,2,0,0,0,3,24,7,0,High-area,8.33,0.0,66.67,0.0,Business_percent
26164,891f8d44e23ffff,97,0,2,0,0,3,3,12,67,9,1,High-area,12.37,3.09,69.07,2.06,Business_percent
26261,891f8d71edbffff,1,0,0,0,0,0,0,0,0,1,0,Low-area,0.0,0.0,0.0,0.0,Facilities
26262,891f8d71407ffff,14,0,0,0,0,0,0,2,10,2,0,Low-area,14.29,0.0,71.43,0.0,Business_percent
26276,891f8d7b6abffff,14,0,0,0,0,0,0,0,12,2,0,Low-area,0.0,0.0,85.71,0.0,Business_percent
26290,891f8d45557ffff,8,0,0,0,0,0,0,0,7,1,0,Low-area,0.0,0.0,87.5,0.0,Business_percent
26298,891f8d459c3ffff,82,0,4,11,0,1,0,6,53,7,0,High-area,7.32,1.22,64.63,4.88,Business_percent
26380,891f8d470b3ffff,1,0,0,0,1,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Sights_and_Museums
26381,891f8d7140fffff,36,0,0,0,0,5,1,1,25,4,0,High-area,2.78,13.89,69.44,0.0,Business_percent
26417,891f8d44ec3ffff,54,0,3,0,1,1,2,6,31,10,0,High-area,11.11,1.85,57.41,5.56,Business_percent
26471,891f8d7100fffff,2,0,0,0,0,0,0,0,2,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
26473,891f8d7a56bffff,31,0,2,0,0,3,1,3,18,4,0,High-area,9.68,9.68,58.06,6.45,Business_percent
26504,891f8d45c5bffff,14,0,0,0,0,1,0,2,9,2,0,Low-area,14.29,7.14,64.29,0.0,Business_percent
26518,891f8d45ed7ffff,20,0,0,0,1,1,0,5,11,2,0,Low-area,25.0,5.0,55.0,0.0,Business_percent
26538,891f8d4626bffff,36,0,0,0,0,1,1,8,24,2,0,High-area,22.22,2.78,66.67,0.0,Business_percent
26574,891f8d441abffff,99,0,9,0,0,2,2,69,12,5,0,High-area,69.7,2.02,12.12,9.09,Shopping_percent
26673,891f8d7a443ffff,6,0,0,0,0,0,0,0,5,1,0,Low-area,0.0,0.0,83.33,0.0,Business_percent
26679,891f8d7a8afffff,27,0,0,0,0,0,0,7,17,3,0,Low-area,25.93,0.0,62.96,0.0,Business_percent
26706,891f8d44dc3ffff,56,0,1,2,0,3,1,8,37,3,1,High-area,14.29,5.36,66.07,1.79,Business_percent
26762,891f8d441d3ffff,28,0,0,0,0,0,0,9,15,4,0,Low-area,32.14,0.0,53.57,0.0,Business_percent
26790,891f8d44ba3ffff,26,0,0,1,1,1,0,0,17,6,0,Low-area,0.0,3.85,65.38,0.0,Business_percent
26816,891f8d4590fffff,100,0,10,5,0,1,1,27,50,6,0,High-area,27.0,1.0,50.0,10.0,Business_and_Services
26916,891f8d7a047ffff,43,1,3,0,0,2,0,7,29,2,0,High-area,16.28,4.65,67.44,6.98,Business_percent
26959,891f8d446d3ffff,6,0,0,0,0,1,0,1,4,0,0,Low-area,16.67,16.67,66.67,0.0,Business_percent
26965,891f8d46a9bffff,8,0,1,0,0,1,0,0,5,1,0,Low-area,0.0,12.5,62.5,12.5,Business_percent
26973,891f8d73043ffff,3,0,2,0,0,0,1,0,0,0,0,Low-area,0.0,0.0,0.0,66.67,Eat_percent
26976,891f8d46277ffff,1,0,0,0,0,0,0,0,1,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
26977,891f8d7a2dbffff,58,0,4,1,0,0,0,12,35,6,0,High-area,20.69,0.0,60.34,6.9,Business_percent
27035,891f8d78593ffff,56,0,1,0,0,1,0,6,42,5,1,High-area,10.71,1.79,75.0,1.79,Business_percent
27091,891f8d7b547ffff,22,0,0,0,0,0,0,0,20,2,0,Low-area,0.0,0.0,90.91,0.0,Business_percent
27113,891f8d45ec3ffff,6,0,0,0,0,0,0,0,6,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
27119,891f8d4e92bffff,20,0,1,0,0,1,0,1,14,3,0,Low-area,5.0,5.0,70.0,5.0,Business_percent
27139,891f8d46313ffff,19,0,1,0,0,3,0,7,7,1,0,Low-area,36.84,15.79,36.84,5.26,Shopping_percent
27158,891f8d4586bffff,36,0,0,0,0,0,0,7,18,11,0,High-area,19.44,0.0,50.0,0.0,Business_percent
27194,891f8d45e67ffff,32,0,0,0,1,0,0,1,23,7,0,High-area,3.12,0.0,71.88,0.0,Business_percent
27226,891f8d45a63ffff,38,0,0,0,0,0,0,6,29,3,0,High-area,15.79,0.0,76.32,0.0,Business_percent
27264,891f8d45c37ffff,78,1,2,0,1,1,0,12,59,3,0,High-area,15.38,1.28,75.64,2.56,Business_percent
27342,891f8d7166bffff,16,0,0,0,0,0,0,1,15,0,0,Low-area,6.25,0.0,93.75,0.0,Business_percent
27358,891f8d71253ffff,9,0,1,0,0,1,0,1,6,0,0,Low-area,11.11,11.11,66.67,11.11,Business_percent
27367,891f8d71663ffff,3,0,0,0,0,0,0,2,0,1,0,Low-area,66.67,0.0,0.0,0.0,Shopping_percent
27370,891f8d7ad7bffff,49,0,0,1,0,0,0,2,41,5,0,High-area,4.08,0.0,83.67,0.0,Business_percent
27419,891f8d7aecfffff,26,0,0,0,2,2,0,5,15,2,0,Low-area,19.23,7.69,57.69,0.0,Business_percent
27445,891f8d7a2d7ffff,14,0,0,0,0,0,0,1,10,3,0,Low-area,7.14,0.0,71.43,0.0,Business_percent
27459,891f8d7a573ffff,42,0,4,2,0,1,0,12,19,4,0,High-area,28.57,2.38,45.24,9.52,Business_percent
27501,891f8d732bbffff,5,0,0,0,0,0,0,0,5,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
27506,891f8d7a14fffff,23,0,0,0,0,1,0,4,17,1,0,Low-area,17.39,4.35,73.91,0.0,Business_percent
27529,891f8d450d3ffff,42,0,2,0,0,0,0,13,21,6,0,High-area,30.95,0.0,50.0,4.76,Business_percent
27571,891f8d473a7ffff,12,0,0,0,0,1,0,0,10,1,0,Low-area,0.0,8.33,83.33,0.0,Business_percent
27583,891f8d71307ffff,17,0,0,1,0,1,0,1,14,0,0,Low-area,5.88,5.88,82.35,0.0,Business_percent
27600,891f8d46e77ffff,33,0,1,0,0,1,1,7,23,0,0,High-area,21.21,3.03,69.7,3.03,Business_percent
27633,891f8d71267ffff,30,0,0,0,0,1,0,3,25,1,0,High-area,10.0,3.33,83.33,0.0,Business_percent
27663,891f8d47223ffff,12,0,0,0,0,0,0,1,9,2,0,Low-area,8.33,0.0,75.0,0.0,Business_percent
27675,891f8d44a33ffff,99,0,11,2,13,0,2,20,50,1,0,High-area,20.2,0.0,50.51,11.11,Business_percent
27774,891f8d46bd3ffff,30,0,2,0,1,2,0,5,20,0,0,High-area,16.67,6.67,66.67,6.67,Business_percent
27804,891f8d44273ffff,65,0,3,1,0,0,0,6,53,1,1,High-area,9.23,0.0,81.54,4.62,Business_percent
27869,891f8d7a297ffff,55,0,0,0,1,3,3,6,28,14,0,High-area,10.91,5.45,50.91,0.0,Business_percent
27924,891f8d4704fffff,8,0,0,0,0,1,0,0,7,0,0,Low-area,0.0,12.5,87.5,0.0,Business_percent
27932,891f8d7ae53ffff,15,0,0,0,0,0,0,1,8,6,0,Low-area,6.67,0.0,53.33,0.0,Business_percent
27947,891f8d0924bffff,4,0,0,0,0,1,0,0,2,1,0,Low-area,0.0,25.0,50.0,0.0,Business_percent
27951,891f8d4edb3ffff,47,0,0,0,0,1,1,5,24,16,0,High-area,10.64,2.13,51.06,0.0,Business_percent
27998,891f8d44c83ffff,6,0,0,0,0,0,0,0,6,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
28004,891f8d4e9a3ffff,31,0,0,0,1,0,1,4,20,5,0,High-area,12.9,0.0,64.52,0.0,Business_percent
28035,891f8d7b527ffff,31,0,0,0,1,0,0,4,23,3,0,High-area,12.9,0.0,74.19,0.0,Business_percent
28066,891f8d46e93ffff,2,0,0,0,0,0,0,1,1,0,0,Low-area,50.0,0.0,50.0,0.0,Shopping_percent
28068,891f8d4e90bffff,61,1,5,1,2,3,0,21,21,8,0,High-area,34.43,4.92,34.43,8.2,Shopping_percent
28129,891f8d44d8bffff,8,0,0,0,0,0,0,2,5,1,0,Low-area,25.0,0.0,62.5,0.0,Business_percent
28137,891f8d454b3ffff,11,0,0,0,0,1,1,2,6,1,0,Low-area,18.18,9.09,54.55,0.0,Business_percent
28148,891f8d46e53ffff,1,0,0,1,0,0,0,0,0,0,0,Low-area,0.0,0.0,0.0,0.0,Going_Out-Entertainment
28149,891f8d45b93ffff,96,1,3,1,1,1,0,17,59,14,0,High-area,17.71,1.04,61.46,3.12,Business_percent
28245,891f8d712cbffff,10,0,0,0,0,3,1,4,2,0,0,Low-area,40.0,30.0,20.0,0.0,Shopping_percent
28255,891f8d45b0bffff,22,0,1,0,0,1,1,5,11,3,0,Low-area,22.73,4.55,50.0,4.55,Business_percent
28277,891f8d45bb7ffff,74,1,4,2,2,0,4,9,46,7,0,High-area,12.16,0.0,62.16,5.41,Business_percent
28351,891f8d7a9d7ffff,25,0,0,0,0,0,0,6,15,4,0,Low-area,24.0,0.0,60.0,0.0,Business_percent
28376,891f8d7a9dbffff,37,0,0,0,0,1,0,1,30,5,0,High-area,2.7,2.7,81.08,0.0,Business_percent
28413,891f8d46873ffff,47,2,1,1,1,2,0,13,14,15,0,High-area,27.66,4.26,29.79,2.13,Business_percent
28460,891f8d45c27ffff,58,0,3,1,0,3,1,7,43,0,0,High-area,12.07,5.17,74.14,5.17,Business_percent
28518,891f8d44a47ffff,99,0,10,5,2,7,7,25,35,8,0,High-area,25.25,7.07,35.35,10.1,Business_percent
28617,891f8d45423ffff,32,0,0,0,0,0,0,1,26,5,0,High-area,3.12,0.0,81.25,0.0,Business_percent
28649,891f8d7a593ffff,32,0,0,0,0,0,1,1,24,6,0,High-area,3.12,0.0,75.0,0.0,Business_percent
28681,891f8d44b4bffff,99,0,6,3,1,0,1,20,59,9,0,High-area,20.2,0.0,59.6,6.06,Business_percent
28780,891f8d7a1b7ffff,38,1,0,0,0,3,0,7,23,5,0,High-area,18.42,7.89,60.53,0.0,Business_percent
28818,891f8d7ad87ffff,23,0,3,0,0,2,0,2,15,1,0,Low-area,8.7,8.7,65.22,13.04,Business_percent
28841,891f8d7aec7ffff,100,0,6,0,0,0,0,88,6,0,0,High-area,88.0,0.0,6.0,6.0,Shopping
28941,891f8d7122fffff,39,0,0,0,0,0,1,4,29,5,0,High-area,10.26,0.0,74.36,0.0,Business_percent
28980,891f8d44c4fffff,21,1,4,2,4,0,0,1,5,5,0,Low-area,4.76,0.0,23.81,19.05,Business_percent
29001,891f8d45ccbffff,28,0,0,1,1,0,0,2,21,3,0,Low-area,7.14,0.0,75.0,0.0,Business_percent
29029,891f8d4455bffff,4,0,0,0,0,0,0,0,4,0,0,Low-area,0.0,0.0,100.0,0.0,Business_percent
